date,publishedAt,title,description,content,url,sentiment_pos,sentiment_neu,sentiment_neg,sentiment_compound,sentiment_label
2024-07-30,2024-07-30 15:21:00,Apple maintains stable outlook despite industry challenges,Apple continues to perform steadily amid sector-wide pressures.,"Despite facing industry-wide challenges, Apple maintains a stable outlook, according to recent analyst reports. The company has implemented strategic initiatives to navigate current market conditions and position itself for long-term growth. Management remains focused on operational efficiency and innovation.",https://example.com/news/apple/2024-07-30-1521,0.124,0.677,0.199,-0.0829,negatif
2024-07-31,2024-07-31 12:05:00,Analyst downgrades Apple citing sector headwinds,Major firm revises outlook for Apple stock amid industry challenges.,"A prominent Wall Street firm has downgraded Apple's stock from 'buy' to 'hold', citing concerns about industry-wide challenges and potential margin pressure. The analyst report highlighted several risk factors, including supply chain constraints and increasing competition. The stock declined 6% following the publication of the analysis.",https://example.com/news/apple/2024-07-31-125,0.08,0.92,0.0,0.0772,pozitif
2024-07-31,2024-07-31 08:03:00,Apple CEO discusses future direction in industry interview,Leadership insights reveal strategic vision for Apple's market position.,"In a recent industry interview, the CEO of Apple outlined the company's strategic priorities and responded to questions about competitive challenges. The executive emphasized the importance of innovation and operational excellence, while acknowledging the dynamic nature of the market. Analyst reactions were mixed, with some praising the clarity of vision while others questioned aspects of the execution strategy.",https://example.com/news/apple/2024-07-31-83,0.111,0.889,0.0,0.25,pozitif
2024-08-03,2024-08-03 15:06:00,Apple faces regulatory scrutiny,Regulators announce investigation into Apple's business practices.,Apple is facing increased regulatory scrutiny as authorities announce an investigation into certain aspects of its business practices. The company has stated it is cooperating fully with investigators and believes its operations comply with all applicable regulations. Some analysts suggest this development could create uncertainty for investors in the short term.,https://example.com/news/apple/2024-08-03-156,0.0,1.0,0.0,0.0,nötr
2024-08-03,2024-08-03 13:07:00,Apple stock falls on market uncertainty,Shares of Apple declined amid broader market concerns.,"Shares of Apple fell 18% today as investors reacted to broader market uncertainties and economic concerns. Analysts suggest this decline may be temporary, with some viewing it as a potential buying opportunity. Market volatility continues to impact the entire sector.",https://example.com/news/apple/2024-08-03-137,0.133,0.723,0.145,-0.0516,negatif
2024-08-04,2024-08-04 10:02:00,Apple introduces innovative new product line,New product launch expected to drive future growth for Apple.,"Apple today unveiled its latest product line, which analysts say could significantly impact the company's revenue stream in coming quarters. The new offerings are designed to meet evolving consumer demands and leverage cutting-edge technology. Market reaction has been generally positive, with shares rising 14% following the announcement.",https://example.com/news/apple/2024-08-04-102,0.282,0.718,0.0,0.6705,pozitif
2024-08-05,2024-08-05 13:47:00,Apple introduces innovative new product line,New product launch expected to drive future growth for Apple.,"Apple today unveiled its latest product line, which analysts say could significantly impact the company's revenue stream in coming quarters. The new offerings are designed to meet evolving consumer demands and leverage cutting-edge technology. Market reaction has been generally positive, with shares rising 18% following the announcement.",https://example.com/news/apple/2024-08-05-1347,0.282,0.718,0.0,0.6705,pozitif
2024-08-06,2024-08-06 09:12:00,Apple announces positive quarterly results,Apple reported quarterly earnings that exceeded analyst expectations.,"Apple has announced its quarterly financial results, reporting earnings per share of $0.92, which exceeded analyst expectations of $0.92. Revenue reached $38.8 billion, marking a 15% increase from the previous year. The company attributed this growth to strong performance in its core business segments. CEO commented, 'We are pleased with our performance this quarter and remain optimistic about our future prospects.'",https://example.com/news/apple/2024-08-06-912,0.231,0.769,0.0,0.5574,pozitif
2024-08-07,2024-08-07 11:10:00,Apple stock falls on market uncertainty,Shares of Apple declined amid broader market concerns.,"Shares of Apple fell 23% today as investors reacted to broader market uncertainties and economic concerns. Analysts suggest this decline may be temporary, with some viewing it as a potential buying opportunity. Market volatility continues to impact the entire sector.",https://example.com/news/apple/2024-08-07-1110,0.133,0.723,0.145,-0.0516,negatif
2024-08-07,2024-08-07 16:27:00,Apple reports new strategic partnership,Apple forms alliance with industry leader to expand market reach.,"Apple has announced a new strategic partnership aimed at expanding its market presence and enhancing its product offerings. This collaboration is expected to drive innovation and create new opportunities for growth. The company's CEO stated, 'This partnership represents a significant milestone in our strategy to deliver greater value to our customers and shareholders.'",https://example.com/news/apple/2024-08-07-1627,0.207,0.793,0.0,0.34,pozitif
2024-08-08,2024-08-08 11:54:00,Analyst downgrades Apple citing sector headwinds,Major firm revises outlook for Apple stock amid industry challenges.,"A prominent Wall Street firm has downgraded Apple's stock from 'buy' to 'hold', citing concerns about industry-wide challenges and potential margin pressure. The analyst report highlighted several risk factors, including supply chain constraints and increasing competition. The stock declined 5% following the publication of the analysis.",https://example.com/news/apple/2024-08-08-1154,0.08,0.92,0.0,0.0772,pozitif
2024-08-12,2024-08-12 13:43:00,Apple maintains stable outlook despite industry challenges,Apple continues to perform steadily amid sector-wide pressures.,"Despite facing industry-wide challenges, Apple maintains a stable outlook, according to recent analyst reports. The company has implemented strategic initiatives to navigate current market conditions and position itself for long-term growth. Management remains focused on operational efficiency and innovation.",https://example.com/news/apple/2024-08-12-1343,0.124,0.677,0.199,-0.0829,negatif
2024-08-13,2024-08-13 14:31:00,Apple announces positive quarterly results,Apple reported quarterly earnings that exceeded analyst expectations.,"Apple has announced its quarterly financial results, reporting earnings per share of $3.49, which exceeded analyst expectations of $3.49. Revenue reached $14.8 billion, marking a 16% increase from the previous year. The company attributed this growth to strong performance in its core business segments. CEO commented, 'We are pleased with our performance this quarter and remain optimistic about our future prospects.'",https://example.com/news/apple/2024-08-13-1431,0.231,0.769,0.0,0.5574,pozitif
2024-08-13,2024-08-13 13:34:00,Apple introduces innovative new product line,New product launch expected to drive future growth for Apple.,"Apple today unveiled its latest product line, which analysts say could significantly impact the company's revenue stream in coming quarters. The new offerings are designed to meet evolving consumer demands and leverage cutting-edge technology. Market reaction has been generally positive, with shares rising 8% following the announcement.",https://example.com/news/apple/2024-08-13-1334,0.282,0.718,0.0,0.6705,pozitif
2024-08-14,2024-08-14 11:40:00,Apple faces regulatory scrutiny,Regulators announce investigation into Apple's business practices.,Apple is facing increased regulatory scrutiny as authorities announce an investigation into certain aspects of its business practices. The company has stated it is cooperating fully with investigators and believes its operations comply with all applicable regulations. Some analysts suggest this development could create uncertainty for investors in the short term.,https://example.com/news/apple/2024-08-14-1140,0.0,1.0,0.0,0.0,nötr
2024-08-14,2024-08-14 13:34:00,Apple announces positive quarterly results,Apple reported quarterly earnings that exceeded analyst expectations.,"Apple has announced its quarterly financial results, reporting earnings per share of $0.74, which exceeded analyst expectations of $0.74. Revenue reached $40.7 billion, marking a 17% increase from the previous year. The company attributed this growth to strong performance in its core business segments. CEO commented, 'We are pleased with our performance this quarter and remain optimistic about our future prospects.'",https://example.com/news/apple/2024-08-14-1334,0.231,0.769,0.0,0.5574,pozitif
2024-08-16,2024-08-16 10:14:00,Apple CEO discusses future direction in industry interview,Leadership insights reveal strategic vision for Apple's market position.,"In a recent industry interview, the CEO of Apple outlined the company's strategic priorities and responded to questions about competitive challenges. The executive emphasized the importance of innovation and operational excellence, while acknowledging the dynamic nature of the market. Analyst reactions were mixed, with some praising the clarity of vision while others questioned aspects of the execution strategy.",https://example.com/news/apple/2024-08-16-1014,0.111,0.889,0.0,0.25,pozitif
2024-08-16,2024-08-16 15:20:00,Apple stock falls on market uncertainty,Shares of Apple declined amid broader market concerns.,"Shares of Apple fell 23% today as investors reacted to broader market uncertainties and economic concerns. Analysts suggest this decline may be temporary, with some viewing it as a potential buying opportunity. Market volatility continues to impact the entire sector.",https://example.com/news/apple/2024-08-16-1520,0.133,0.723,0.145,-0.0516,negatif
2024-08-18,2024-08-18 08:30:00,Analyst downgrades Apple citing sector headwinds,Major firm revises outlook for Apple stock amid industry challenges.,"A prominent Wall Street firm has downgraded Apple's stock from 'buy' to 'hold', citing concerns about industry-wide challenges and potential margin pressure. The analyst report highlighted several risk factors, including supply chain constraints and increasing competition. The stock declined 11% following the publication of the analysis.",https://example.com/news/apple/2024-08-18-830,0.08,0.92,0.0,0.0772,pozitif
2024-08-21,2024-08-21 10:57:00,Apple announces new strategic partnership,Apple forms alliance with industry leader to expand market reach.,"Apple has announced a new strategic partnership aimed at expanding its market presence and enhancing its product offerings. This collaboration is expected to drive innovation and create new opportunities for growth. The company's CEO stated, 'This partnership represents a significant milestone in our strategy to deliver greater value to our customers and shareholders.'",https://example.com/news/apple/2024-08-21-1057,0.207,0.793,0.0,0.34,pozitif
2024-08-22,2024-08-22 16:08:00,Apple confirms new strategic partnership,Apple forms alliance with industry leader to expand market reach.,"Apple has announced a new strategic partnership aimed at expanding its market presence and enhancing its product offerings. This collaboration is expected to drive innovation and create new opportunities for growth. The company's CEO stated, 'This partnership represents a significant milestone in our strategy to deliver greater value to our customers and shareholders.'",https://example.com/news/apple/2024-08-22-168,0.207,0.793,0.0,0.34,pozitif
2024-08-27,2024-08-27 13:20:00,Analyst downgrades Apple citing sector headwinds,Major firm revises outlook for Apple stock amid industry challenges.,"A prominent Wall Street firm has downgraded Apple's stock from 'buy' to 'hold', citing concerns about industry-wide challenges and potential margin pressure. The analyst report highlighted several risk factors, including supply chain constraints and increasing competition. The stock declined 15% following the publication of the analysis.",https://example.com/news/apple/2024-08-27-1320,0.08,0.92,0.0,0.0772,pozitif
2024-08-28,2024-08-28 13:04:00,Analyst downgrades Apple citing sector headwinds,Major firm revises outlook for Apple stock amid industry challenges.,"A prominent Wall Street firm has downgraded Apple's stock from 'buy' to 'hold', citing concerns about industry-wide challenges and potential margin pressure. The analyst report highlighted several risk factors, including supply chain constraints and increasing competition. The stock declined 18% following the publication of the analysis.",https://example.com/news/apple/2024-08-28-134,0.08,0.92,0.0,0.0772,pozitif
2024-08-30,2024-08-30 10:11:00,Analyst downgrades Apple citing sector headwinds,Major firm revises outlook for Apple stock amid industry challenges.,"A prominent Wall Street firm has downgraded Apple's stock from 'buy' to 'hold', citing concerns about industry-wide challenges and potential margin pressure. The analyst report highlighted several risk factors, including supply chain constraints and increasing competition. The stock declined 6% following the publication of the analysis.",https://example.com/news/apple/2024-08-30-1011,0.08,0.92,0.0,0.0772,pozitif
2024-08-30,2024-08-30 14:14:00,Apple introduces innovative new product line,New product launch expected to drive future growth for Apple.,"Apple today unveiled its latest product line, which analysts say could significantly impact the company's revenue stream in coming quarters. The new offerings are designed to meet evolving consumer demands and leverage cutting-edge technology. Market reaction has been generally positive, with shares rising 10% following the announcement.",https://example.com/news/apple/2024-08-30-1414,0.282,0.718,0.0,0.6705,pozitif
2024-08-31,2024-08-31 13:19:00,Apple introduces innovative new product line,New product launch expected to drive future growth for Apple.,"Apple today unveiled its latest product line, which analysts say could significantly impact the company's revenue stream in coming quarters. The new offerings are designed to meet evolving consumer demands and leverage cutting-edge technology. Market reaction has been generally positive, with shares rising 24% following the announcement.",https://example.com/news/apple/2024-08-31-1319,0.282,0.718,0.0,0.6705,pozitif
2024-09-01,2024-09-01 10:16:00,Apple CEO discusses future direction in industry interview,Leadership insights reveal strategic vision for Apple's market position.,"In a recent industry interview, the CEO of Apple outlined the company's strategic priorities and responded to questions about competitive challenges. The executive emphasized the importance of innovation and operational excellence, while acknowledging the dynamic nature of the market. Analyst reactions were mixed, with some praising the clarity of vision while others questioned aspects of the execution strategy.",https://example.com/news/apple/2024-09-01-1016,0.111,0.889,0.0,0.25,pozitif
2024-09-02,2024-09-02 15:20:00,Apple stock falls on market uncertainty,Shares of Apple declined amid broader market concerns.,"Shares of Apple fell 5% today as investors reacted to broader market uncertainties and economic concerns. Analysts suggest this decline may be temporary, with some viewing it as a potential buying opportunity. Market volatility continues to impact the entire sector.",https://example.com/news/apple/2024-09-02-1520,0.133,0.723,0.145,-0.0516,negatif
2024-09-02,2024-09-02 12:19:00,Apple faces regulatory scrutiny,Regulators announce investigation into Apple's business practices.,Apple is facing increased regulatory scrutiny as authorities announce an investigation into certain aspects of its business practices. The company has stated it is cooperating fully with investigators and believes its operations comply with all applicable regulations. Some analysts suggest this development could create uncertainty for investors in the short term.,https://example.com/news/apple/2024-09-02-1219,0.0,1.0,0.0,0.0,nötr
2024-09-03,2024-09-03 17:08:00,Apple maintains stable outlook despite industry challenges,Apple continues to perform steadily amid sector-wide pressures.,"Despite facing industry-wide challenges, Apple maintains a stable outlook, according to recent analyst reports. The company has implemented strategic initiatives to navigate current market conditions and position itself for long-term growth. Management remains focused on operational efficiency and innovation.",https://example.com/news/apple/2024-09-03-178,0.124,0.677,0.199,-0.0829,negatif
2024-09-03,2024-09-03 15:25:00,Apple announces new strategic partnership,Apple forms alliance with industry leader to expand market reach.,"Apple has announced a new strategic partnership aimed at expanding its market presence and enhancing its product offerings. This collaboration is expected to drive innovation and create new opportunities for growth. The company's CEO stated, 'This partnership represents a significant milestone in our strategy to deliver greater value to our customers and shareholders.'",https://example.com/news/apple/2024-09-03-1525,0.207,0.793,0.0,0.34,pozitif
2024-09-05,2024-09-05 15:39:00,Apple faces regulatory scrutiny,Regulators announce investigation into Apple's business practices.,Apple is facing improvementd regulatory scrutiny as authorities announce an investigation into certain aspects of its business practices. The company has stated it is cooperating fully with investigators and believes its operations comply with all applicable regulations. Some analysts suggest this development could create uncertainty for investors in the short term.,https://example.com/news/apple/2024-09-05-1539,0.0,1.0,0.0,0.0,nötr
2024-09-06,2024-09-06 08:10:00,Apple stock falls on market uncertainty,Shares of Apple declined amid broader market concerns.,"Shares of Apple fell 24% today as investors reacted to broader market uncertainties and economic concerns. Analysts suggest this decline may be temporary, with some viewing it as a potential buying opportunity. Market volatility continues to impact the entire sector.",https://example.com/news/apple/2024-09-06-810,0.133,0.723,0.145,-0.0516,negatif
2024-09-06,2024-09-06 15:48:00,Apple CEO discusses future direction in industry interview,Leadership insights reveal strategic vision for Apple's market position.,"In a recent industry interview, the CEO of Apple outlined the company's strategic priorities and responded to questions about competitive challenges. The executive emphasized the importance of innovation and operational excellence, while acknowledging the dynamic nature of the market. Analyst reactions were mixed, with some praising the clarity of vision while others questioned aspects of the execution strategy.",https://example.com/news/apple/2024-09-06-1548,0.111,0.889,0.0,0.25,pozitif
2024-09-07,2024-09-07 08:21:00,Apple introduces innovative new product line,New product launch expected to drive future growth for Apple.,"Apple today unveiled its latest product line, which analysts say could significantly impact the company's revenue stream in coming quarters. The new offerings are designed to meet evolving consumer demands and leverage cutting-edge technology. Market reaction has been generally positive, with shares rising 7% following the announcement.",https://example.com/news/apple/2024-09-07-821,0.282,0.718,0.0,0.6705,pozitif
2024-09-09,2024-09-09 12:43:00,Apple faces regulatory scrutiny,Regulators announce investigation into Apple's business practices.,Apple is facing increased regulatory scrutiny as authorities announce an investigation into certain aspects of its business practices. The company has stated it is cooperating fully with investigators and believes its operations comply with all applicable regulations. Some analysts suggest this development could create uncertainty for investors in the short term.,https://example.com/news/apple/2024-09-09-1243,0.0,1.0,0.0,0.0,nötr
2024-09-09,2024-09-09 15:45:00,Apple maintains stable outlook despite industry challenges,Apple continues to perform steadily amid sector-wide pressures.,"Despite facing industry-wide challenges, Apple maintains a stable outlook, according to recent analyst reports. The company has implemented strategic initiatives to navigate current market conditions and position itself for long-term growth. Management remains focused on operational efficiency and innovation.",https://example.com/news/apple/2024-09-09-1545,0.124,0.677,0.199,-0.0829,negatif
2024-09-10,2024-09-10 13:07:00,Analyst downgrades Apple citing sector headwinds,Major firm revises outlook for Apple stock amid industry challenges.,"A prominent Wall Street firm has downgraded Apple's stock from 'buy' to 'hold', citing concerns about industry-wide challenges and potential margin pressure. The analyst report highlighted several risk factors, including supply chain constraints and increasing competition. The stock declined 8% following the publication of the analysis.",https://example.com/news/apple/2024-09-10-137,0.08,0.92,0.0,0.0772,pozitif
2024-09-11,2024-09-11 08:38:00,Apple reveals new strategic partnership,Apple forms alliance with industry leader to expand market reach.,"Apple has announced a new strategic partnership aimed at expanding its market presence and enhancing its product offerings. This collaboration is expected to drive innovation and create new opportunities for growth. The company's CEO stated, 'This partnership represents a significant milestone in our strategy to deliver greater value to our customers and shareholders.'",https://example.com/news/apple/2024-09-11-838,0.207,0.793,0.0,0.34,pozitif
2024-09-12,2024-09-12 12:28:00,Apple faces regulatory scrutiny,Regulators announce investigation into Apple's business practices.,Apple is facing rised regulatory scrutiny as authorities announce an investigation into certain aspects of its business practices. The company has stated it is cooperating fully with investigators and believes its operations comply with all applicable regulations. Some analysts suggest this development could create uncertainty for investors in the short term.,https://example.com/news/apple/2024-09-12-1228,0.0,1.0,0.0,0.0,nötr
2024-09-12,2024-09-12 09:30:00,Apple announces positive quarterly results,Apple reported quarterly earnings that exceeded analyst expectations.,"Apple has announced its quarterly financial results, reporting earnings per share of $0.69, which exceeded analyst expectations of $0.69. Revenue reached $47.6 billion, marking a 10% increase from the previous year. The company attributed this growth to strong performance in its core business segments. CEO commented, 'We are pleased with our performance this quarter and remain optimistic about our future prospects.'",https://example.com/news/apple/2024-09-12-930,0.231,0.769,0.0,0.5574,pozitif
2024-09-13,2024-09-13 14:59:00,Analyst downgrades Apple citing sector headwinds,Major firm revises outlook for Apple stock amid industry challenges.,"A prominent Wall Street firm has downgraded Apple's stock from 'buy' to 'hold', citing concerns about industry-wide challenges and potential margin pressure. The analyst report highlighted several risk factors, including supply chain constraints and increasing competition. The stock declined 6% following the publication of the analysis.",https://example.com/news/apple/2024-09-13-1459,0.08,0.92,0.0,0.0772,pozitif
2024-09-13,2024-09-13 09:06:00,Apple maintains stable outlook despite industry challenges,Apple continues to perform steadily amid sector-wide pressures.,"Despite facing industry-wide challenges, Apple maintains a stable outlook, according to recent analyst reports. The company has implemented strategic initiatives to navigate current market conditions and position itself for long-term growth. Management remains focused on operational efficiency and innovation.",https://example.com/news/apple/2024-09-13-96,0.124,0.677,0.199,-0.0829,negatif
2024-09-14,2024-09-14 14:52:00,Apple stock falls on market uncertainty,Shares of Apple declined amid broader market concerns.,"Shares of Apple fell 19% today as investors reacted to broader market uncertainties and economic concerns. Analysts suggest this decline may be temporary, with some viewing it as a potential buying opportunity. Market volatility continues to impact the entire sector.",https://example.com/news/apple/2024-09-14-1452,0.133,0.723,0.145,-0.0516,negatif
2024-09-16,2024-09-16 12:33:00,Apple faces regulatory scrutiny,Regulators announce investigation into Apple's business practices.,Apple is facing increased regulatory scrutiny as authorities announce an investigation into certain aspects of its business practices. The company has stated it is cooperating fully with investigators and believes its operations comply with all applicable regulations. Some analysts suggest this development could create uncertainty for investors in the short term.,https://example.com/news/apple/2024-09-16-1233,0.0,1.0,0.0,0.0,nötr
2024-09-16,2024-09-16 08:17:00,Apple announces new strategic partnership,Apple forms alliance with industry leader to expand market reach.,"Apple has announced a new strategic partnership aimed at expanding its market presence and enhancing its product offerings. This collaboration is expected to drive innovation and create new opportunities for growth. The company's CEO stated, 'This partnership represents a significant milestone in our strategy to deliver greater value to our customers and shareholders.'",https://example.com/news/apple/2024-09-16-817,0.207,0.793,0.0,0.34,pozitif
2024-09-16,2024-09-16 13:50:00,Apple maintains stable outlook despite industry challenges,Apple continues to perform steadily amid sector-wide pressures.,"Despite facing industry-wide challenges, Apple maintains a stable outlook, according to recent analyst reports. The company has implemented strategic initiatives to navigate current market conditions and position itself for long-term growth. Management remains focused on operational efficiency and innovation.",https://example.com/news/apple/2024-09-16-1350,0.124,0.677,0.199,-0.0829,negatif
2024-09-17,2024-09-17 11:24:00,Apple announces new strategic partnership,Apple forms alliance with industry leader to expand market reach.,"Apple has announced a new strategic partnership aimed at expanding its market presence and enhancing its product offerings. This collaboration is expected to drive innovation and create new opportunities for growth. The company's CEO stated, 'This partnership represents a significant milestone in our strategy to deliver greater value to our customers and shareholders.'",https://example.com/news/apple/2024-09-17-1124,0.207,0.793,0.0,0.34,pozitif
2024-09-17,2024-09-17 11:07:00,Apple stock falls on market uncertainty,Shares of Apple declined amid broader market concerns.,"Shares of Apple fell 24% today as investors reacted to broader market uncertainties and economic concerns. Analysts suggest this decline may be temporary, with some viewing it as a potential buying opportunity. Market volatility continues to impact the entire sector.",https://example.com/news/apple/2024-09-17-117,0.133,0.723,0.145,-0.0516,negatif
2024-09-17,2024-09-17 10:22:00,Apple announces positive quarterly results,Apple reported quarterly earnings that exceeded analyst expectations.,"Apple has announced its quarterly financial results, reporting earnings per share of $2.05, which exceeded analyst expectations of $2.05. Revenue reached $40.2 billion, marking a 25% increase from the previous year. The company attributed this growth to strong performance in its core business segments. CEO commented, 'We are pleased with our performance this quarter and remain optimistic about our future prospects.'",https://example.com/news/apple/2024-09-17-1022,0.231,0.769,0.0,0.5574,pozitif
2024-09-18,2024-09-18 16:03:00,Apple confirms positive quarterly results,Apple reported quarterly earnings that exceeded analyst expectations.,"Apple has announced its quarterly financial results, reporting earnings per share of $3.15, which exceeded analyst expectations of $3.15. Revenue reached $22.7 billion, marking a 9% improvement from the previous year. The company attributed this growth to impressive performance in its core business segments. CEO commented, 'We are pleased with our performance this quarter and remain optimistic about our future prospects.'",https://example.com/news/apple/2024-09-18-163,0.231,0.769,0.0,0.5574,pozitif
2024-09-19,2024-09-19 17:20:00,Apple introduces innovative new product line,New product launch expected to drive future growth for Apple.,"Apple today unveiled its latest product line, which analysts say could significantly impact the company's revenue stream in coming quarters. The new offerings are designed to meet evolving consumer demands and leverage cutting-edge technology. Market reaction has been generally positive, with shares rising 7% following the announcement.",https://example.com/news/apple/2024-09-19-1720,0.282,0.718,0.0,0.6705,pozitif
2024-09-19,2024-09-19 09:43:00,Apple CEO discusses future direction in industry interview,Leadership insights reveal strategic vision for Apple's market position.,"In a recent industry interview, the CEO of Apple outlined the company's strategic priorities and responded to questions about competitive challenges. The executive emphasized the importance of innovation and operational excellence, while acknowledging the dynamic nature of the market. Analyst reactions were mixed, with some praising the clarity of vision while others questioned aspects of the execution strategy.",https://example.com/news/apple/2024-09-19-943,0.111,0.889,0.0,0.25,pozitif
2024-09-20,2024-09-20 15:04:00,Apple maintains stable outlook despite industry challenges,Apple continues to perform steadily amid sector-wide pressures.,"Despite facing industry-wide challenges, Apple maintains a stable outlook, according to recent analyst reports. The company has implemented strategic initiatives to navigate current market conditions and position itself for long-term growth. Management remains focused on operational efficiency and innovation.",https://example.com/news/apple/2024-09-20-154,0.124,0.677,0.199,-0.0829,negatif
2024-09-20,2024-09-20 09:34:00,Analyst downgrades Apple citing sector headwinds,Major firm revises outlook for Apple stock amid industry challenges.,"A prominent Wall Street firm has downgraded Apple's stock from 'buy' to 'hold', citing concerns about industry-wide challenges and potential margin pressure. The analyst report highlighted several risk factors, including supply chain constraints and increasing competition. The stock declined 24% following the publication of the analysis.",https://example.com/news/apple/2024-09-20-934,0.08,0.92,0.0,0.0772,pozitif
2024-09-21,2024-09-21 14:12:00,Apple introduces innovative new product line,New product launch expected to drive future growth for Apple.,"Apple today unveiled its latest product line, which analysts say could significantly impact the company's revenue stream in coming quarters. The new offerings are designed to meet evolving consumer demands and leverage cutting-edge technology. Market reaction has been generally positive, with shares rising 17% following the announcement.",https://example.com/news/apple/2024-09-21-1412,0.282,0.718,0.0,0.6705,pozitif
2024-09-22,2024-09-22 12:29:00,Apple introduces innovative new product line,New product launch expected to drive future growth for Apple.,"Apple today unveiled its latest product line, which analysts say could significantly impact the company's revenue stream in coming quarters. The new offerings are designed to meet evolving consumer demands and leverage cutting-edge technology. Market reaction has been generally positive, with shares rising 15% following the announcement.",https://example.com/news/apple/2024-09-22-1229,0.282,0.718,0.0,0.6705,pozitif
2024-09-23,2024-09-23 08:50:00,Analyst downgrades Apple citing sector headwinds,Major firm revises outlook for Apple stock amid industry challenges.,"A prominent Wall Street firm has downgraded Apple's stock from 'buy' to 'hold', citing concerns about industry-wide challenges and potential margin pressure. The analyst report highlighted several risk factors, including supply chain constraints and increasing competition. The stock declined 22% following the publication of the analysis.",https://example.com/news/apple/2024-09-23-850,0.08,0.92,0.0,0.0772,pozitif
2024-09-23,2024-09-23 16:23:00,Apple introduces innovative new product line,New product launch expected to drive future growth for Apple.,"Apple today unveiled its latest product line, which analysts say could significantly impact the company's revenue stream in coming quarters. The new offerings are designed to meet evolving consumer demands and leverage cutting-edge technology. Market reaction has been generally positive, with shares rising 23% following the announcement.",https://example.com/news/apple/2024-09-23-1623,0.282,0.718,0.0,0.6705,pozitif
2024-09-23,2024-09-23 14:22:00,Apple introduces innovative new product line,New product launch expected to drive future growth for Apple.,"Apple today unveiled its latest product line, which analysts say could significantly impact the company's revenue stream in coming quarters. The new offerings are designed to meet evolving consumer demands and leverage cutting-edge technology. Market reaction has been generally positive, with shares rising 17% following the announcement.",https://example.com/news/apple/2024-09-23-1422,0.282,0.718,0.0,0.6705,pozitif
2024-09-25,2024-09-25 13:58:00,Apple faces regulatory scrutiny,Regulators announce investigation into Apple's business practices.,Apple is facing increased regulatory scrutiny as authorities announce an investigation into certain aspects of its business practices. The company has stated it is cooperating fully with investigators and believes its operations comply with all applicable regulations. Some analysts suggest this development could create uncertainty for investors in the short term.,https://example.com/news/apple/2024-09-25-1358,0.0,1.0,0.0,0.0,nötr
2024-09-26,2024-09-26 15:27:00,Apple introduces innovative new product line,New product launch expected to drive future growth for Apple.,"Apple today unveiled its latest product line, which analysts say could significantly impact the company's revenue stream in coming quarters. The new offerings are designed to meet evolving consumer demands and leverage cutting-edge technology. Market reaction has been generally positive, with shares rising 24% following the announcement.",https://example.com/news/apple/2024-09-26-1527,0.282,0.718,0.0,0.6705,pozitif
2024-09-28,2024-09-28 17:53:00,Apple faces regulatory scrutiny,Regulators announce investigation into Apple's business practices.,Apple is facing increased regulatory scrutiny as authorities announce an investigation into certain aspects of its business practices. The company has stated it is cooperating fully with investigators and believes its operations comply with all applicable regulations. Some analysts suggest this development could create uncertainty for investors in the short term.,https://example.com/news/apple/2024-09-28-1753,0.0,1.0,0.0,0.0,nötr
2024-09-30,2024-09-30 09:43:00,Analyst downgrades Apple citing sector headwinds,Major firm revises outlook for Apple stock amid industry challenges.,"A prominent Wall Street firm has downgraded Apple's stock from 'buy' to 'hold', citing concerns about industry-wide challenges and potential margin pressure. The analyst report highlighted several risk factors, including supply chain constraints and increasing competition. The stock declined 25% following the publication of the analysis.",https://example.com/news/apple/2024-09-30-943,0.08,0.92,0.0,0.0772,pozitif
2024-09-30,2024-09-30 09:22:00,Apple confirms new strategic partnership,Apple forms alliance with industry leader to expand market reach.,"Apple has announced a new strategic partnership aimed at expanding its market presence and enhancing its product offerings. This collaboration is expected to drive innovation and create new opportunities for growth. The company's CEO stated, 'This partnership represents a significant milestone in our strategy to deliver greater value to our customers and shareholders.'",https://example.com/news/apple/2024-09-30-922,0.207,0.793,0.0,0.34,pozitif
2024-09-30,2024-09-30 11:38:00,Analyst downgrades Apple citing sector headwinds,Major firm revises outlook for Apple stock amid industry challenges.,"A prominent Wall Street firm has downgraded Apple's stock from 'buy' to 'hold', citing concerns about industry-wide challenges and potential margin pressure. The analyst report highlighted several risk factors, including supply chain constraints and increasing competition. The stock declined 9% following the publication of the analysis.",https://example.com/news/apple/2024-09-30-1138,0.08,0.92,0.0,0.0772,pozitif
2024-10-01,2024-10-01 11:05:00,Apple announces new strategic partnership,Apple forms alliance with industry leader to expand market reach.,"Apple has announced a new strategic partnership aimed at expanding its market presence and enhancing its product offerings. This collaboration is expected to drive innovation and create new opportunities for growth. The company's CEO stated, 'This partnership represents a significant milestone in our strategy to deliver greater value to our customers and shareholders.'",https://example.com/news/apple/2024-10-01-115,0.207,0.793,0.0,0.34,pozitif
2024-10-01,2024-10-01 09:11:00,Analyst downgrades Apple citing sector headwinds,Major firm revises outlook for Apple stock amid industry challenges.,"A prominent Wall Street firm has downgraded Apple's stock from 'buy' to 'hold', citing concerns about industry-wide challenges and potential margin pressure. The analyst report highlighted several risk factors, including supply chain constraints and increasing competition. The stock declined 7% following the publication of the analysis.",https://example.com/news/apple/2024-10-01-911,0.08,0.92,0.0,0.0772,pozitif
